0,1
1,1
2,1
3,0
4,1
5,0
6,1
7,1
8,0
9,1
10,1
11,0
12,0
13,1
14,1
15,0
16,0
17,1
18,1
19,1
20,1
21,1
22,0
23,0
24,0
25,1
26,0
27,0
28,0
29,1
30,1
31,0
32,0
33,0
34,0
35,1
36,1
37,1
38,1
39,0
40,0
41,1
42,0
43,0
44,1
45,0
46,1
47,0
48,0
49,0
50,1
51,1
52,0
53,0
54,0
55,1
56,0
57,0
58,0
59,1
60,0
61,0
62,1
63,0
64,1
65,1
66,0
67,1
68,1
69,0
70,1
71,1
72,0
73,0
74,0
75,0
76,0
77,1
78,0
79,0
80,1
81,0
82,1
83,0
84,0
85,0
86,0
87,1
88,1
89,0
90,0
91,0
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,0
101,1
102,1
103,0
104,1
105,1
106,1
107,1
108,1
109,1
110,0
111,1
112,0
113,1
114,0
115,1
116,0
117,1
118,0
119,0
120,1
121,0
122,0
123,1
124,1
125,1
126,0
127,0
128,1
129,1
130,0
131,1
132,1
133,0
134,1
135,1
136,1
137,1
138,0
139,0
140,0
141,1
142,0
143,1
144,0
145,0
146,1
147,1
148,1
149,1
150,1
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,1
159,0
160,0
161,0
162,1
163,0
164,0
165,1
166,1
167,1
168,1
169,0
170,0
171,0
172,1
173,0
174,0
175,0
176,0
177,0
178,1
179,1
180,1
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,1
192,0
193,1
194,0
195,0
196,0
197,1
198,0
199,1
200,0
201,0
202,1
203,1
204,0
205,1
206,1
207,0
208,1
209,0
210,1
211,0
212,0
213,1
214,0
215,1
216,0
217,1
218,0
219,1
220,1
221,0
222,1
223,1
224,0
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,0
233,1
234,0
235,1
236,1
237,1
238,0
239,1
240,0
241,1
242,1
243,0
244,1
245,1
246,0
247,0
248,0
249,0
250,0
251,1
252,0
253,0
254,1
255,1
256,1
257,1
258,0
259,0
260,1
261,0
262,0
263,1
264,0
265,0
266,0
267,0
268,0
269,0
270,1
271,1
272,0
273,0
274,1
275,1
276,0
277,1
278,1
279,0
280,0
281,0
282,0
283,1
284,1
285,1
286,0
287,0
288,1
289,1
290,0
291,1
292,1
293,1
294,0
295,0
296,1
297,0
298,1
299,0
300,0
301,0
302,1
303,1
304,1
305,0
306,1
307,1
308,0
309,1
310,1
311,0
312,0
313,1
314,0
315,0
316,0
317,1
318,0
319,1
320,0
321,0
322,0
323,0
324,1
325,0
326,1
327,0
328,0
329,1
330,0
331,1
332,0
333,0
334,0
335,1
336,0
337,0
338,1
339,0
340,1
341,0
342,1
343,1
344,0
345,0
346,1
347,1
348,0
349,1
350,1
351,1
352,0
353,0
354,0
355,1
356,1
357,1
358,1
359,0
360,1
361,1
362,1
363,1
364,1
365,0
366,1
367,0
368,0
369,1
370,0
371,0
372,0
373,0
374,0
375,0
376,1
377,1
378,1
379,0
380,1
381,0
382,0
383,0
384,0
385,1
386,0
387,0
388,1
389,0
390,0
391,1
392,1
393,1
394,0
395,1
396,0
397,1
398,1
399,1
400,0
401,1
402,0
403,1
404,0
405,0
406,0
407,1
408,0
409,1
410,0
411,1
412,0
413,1
414,1
415,1
416,1
417,0
418,0
419,0
420,1
421,0
422,1
423,1
424,0
425,1
426,1
427,1
428,0
429,0
430,1
431,1
432,0
433,0
434,0
435,0
436,1
437,1
438,1
439,0
440,1
441,0
442,1
443,1
444,1
445,0
446,1
447,1
448,0
449,0
450,1
451,0
452,0
453,0
454,0
455,1
456,0
457,1
458,1
459,0
460,0
461,0
462,1
463,1
464,1
465,1
466,1
467,1
468,0
469,1
470,1
471,1
472,0
473,1
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,1
485,1
486,0
487,0
488,0
489,0
490,1
491,1
492,0
493,0
494,0
495,1
496,1
497,1
498,0
499,1
500,1
501,1
502,1
503,0
504,0
505,1
506,0
507,0
508,1
509,1
510,1
511,0
512,0
513,1
514,0
515,1
516,1
517,0
518,1
519,0
520,0
521,0
522,1
523,1
524,0
525,0
526,1
527,0
528,0
529,0
530,1
531,0
532,1
533,1
534,1
535,1
536,0
537,1
538,1
539,1
540,1
541,1
542,0
543,0
544,1
545,0
546,1
547,1
548,0
549,0
550,1
551,1
552,0
553,1
554,0
555,0
556,0
557,0
558,1
559,0
560,0
561,1
562,1
563,1
564,0
565,0
566,0
567,1
568,1
569,1
570,0
571,1
572,0
573,1
574,1
575,1
576,1
577,1
578,1
579,0
580,1
581,1
582,0
583,0
584,0
585,0
586,0
587,1
588,1
589,0
590,0
591,0
592,0
593,0
594,1
595,0
596,0
597,1
598,1
599,1
600,0
601,1
602,1
603,0
604,1
605,1
606,1
607,1
608,0
609,1
610,0
611,0
612,0
613,1
614,1
615,0
616,1
617,0
618,1
619,0
620,1
621,1
622,0
623,1
624,0
625,1
626,1
627,0
628,0
629,0
630,1
631,1
632,0
633,1
634,0
635,1
636,0
637,0
638,0
639,1
640,1
641,1
642,0
643,0
644,1
645,0
646,1
647,0
648,0
649,0
650,1
651,1
652,1
653,1
654,1
655,0
656,1
657,1
658,0
659,0
660,0
661,0
662,1
663,1
664,1
665,1
666,0
667,0
668,0
669,0
670,0
671,0
672,1
673,1
674,0
675,1
676,0
677,1
678,0
679,1
680,0
681,1
682,0
683,1
684,0
685,0
686,0
687,1
688,1
689,1
690,0
691,0
692,1
693,0
694,1
695,0
696,1
697,0
698,1
699,0
700,1
701,1
702,0
703,0
704,0
705,0
706,0
707,0
708,1
709,1
710,0
711,1
712,1
713,1
714,0
715,0
716,0
717,0
718,1
719,0
720,1
721,1
722,0
723,1
724,1
725,1
726,1
727,0
728,1
729,0
730,1
731,0
732,0
733,0
734,0
735,1
736,1
737,0
738,1
739,0
740,0
741,1
742,1
743,1
744,1
745,1
746,0
747,0
748,1
749,0
750,1
751,1
752,1
753,0
754,0
755,1
756,0
757,0
758,1
759,0
760,0
761,1
762,1
763,1
764,0
765,0
766,0
767,1
768,0
769,1
770,1
771,1
772,1
773,1
774,0
775,0
776,0
777,0
778,0
779,1
780,0
781,1
782,1
783,0
784,0
785,1
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,1
795,1
796,1
797,1
798,1
799,1
800,0
801,0
802,0
803,0
804,1
805,1
806,0
807,0
808,1
809,1
810,1
811,1
812,0
813,0
